1.0703125,0.640625
1.71875,0.6484375
2.359375,0.640625
3.015625,0.65625
3.671875,0.65625
4.34375,0.671875
5.0078125,0.6640625
5.671875,0.6640625
6.3359375,0.6640625
7,0.6640625
7.671875,0.671875
8.3671875,0.6953125
9.0546875,0.6875
9.7421875,0.6875
10.40625,0.6640625
11.0703125,0.6640625
11.734375,0.6640625
12.3984375,0.6640625
13.0703125,0.671875
13.734375,0.6640625
14.40625,0.671875
15.0625,0.65625
15.7265625,0.6640625
16.3828125,0.65625
17.0390625,0.65625
17.703125,0.6640625
18.3828125,0.6796875
19.0546875,0.671875
19.7265625,0.671875
20.3828125,0.65625
21.0390625,0.65625
21.703125,0.6640625
22.3984375,0.6953125
23.1015625,0.703125
23.84375,0.7421875
24.4921875,0.6484375
25.1796875,0.6875
25.8671875,0.6875
26.5390625,0.671875
27.21875,0.6796875
27.890625,0.671875
28.5625,0.671875
29.2265625,0.6640625
29.8828125,0.65625
30.53125,0.6484375
31.1796875,0.6484375
31.8359375,0.65625
32.5078125,0.671875
33.1796875,0.671875
33.859375,0.6796875
34.5390625,0.6796875
35.203125,0.6640625
35.8671875,0.6640625
36.53125,0.6640625
37.2109375,0.6796875
37.890625,0.6796875
38.5625,0.671875
39.2265625,0.6640625
39.5625,0.3359375
40.5390625,0.9765625
41.1875,0.6484375
41.8515625,0.6640625
42.5,0.6484375
43.1484375,0.6484375
43.796875,0.6484375
44.4453125,0.6484375
45.0859375,0.640625
45.71875,0.6328125
46.3515625,0.6328125
46.9765625,0.625
47.6015625,0.625
48.2421875,0.640625
48.8828125,0.640625
49.53125,0.6484375
50.1796875,0.6484375
50.8203125,0.640625
51.46875,0.6484375
52.09375,0.625
52.75,0.65625
53.3984375,0.6484375
54.046875,0.6484375
54.6953125,0.6484375
55.328125,0.6328125
55.984375,0.65625
56.6015625,0.6171875
57.2421875,0.640625
57.890625,0.6484375
58.53125,0.640625
59.1796875,0.6484375
59.8203125,0.640625
60.4609375,0.640625
61.09375,0.6328125
61.734375,0.640625
62.3828125,0.6484375
63.03125,0.6484375
63.6875,0.65625
64.34375,0.65625
64.984375,0.640625
65.6484375,0.6640625
66.3125,0.6640625
66.9921875,0.6796875
67.671875,0.6796875
68.3515625,0.6796875
69.0234375,0.671875
69.703125,0.6796875
70.375,0.671875
71.0625,0.6875
71.75,0.6875
72.421875,0.671875
73.09375,0.671875
73.75,0.65625
74.40625,0.65625
75.078125,0.671875
75.7421875,0.6640625
76.40625,0.6640625
77.0546875,0.6484375
77.71875,0.6640625
78.390625,0.671875
79.0859375,0.6953125
79.71875,0.6328125
80.0078125,0.2890625
80.4296875,0.421875
81.0859375,0.65625
81.734375,0.6484375
81.984375,0.25
82.359375,0.375
82.984375,0.625
83.6015625,0.6171875
84.2109375,0.609375
84.8125,0.6015625
85.4296875,0.6171875
86.046875,0.6171875
86.671875,0.625
87.296875,0.625
87.9375,0.640625
88.5625,0.625
89.2109375,0.6484375
89.84375,0.6328125
90.4765625,0.6328125
91.1171875,0.640625
91.75,0.6328125
92.390625,0.640625
93.046875,0.65625
93.7265625,0.6796875
94.3984375,0.671875
95.0703125,0.671875
95.734375,0.6640625
96.40625,0.671875
97.078125,0.671875
97.7578125,0.6796875
98.453125,0.6953125
99.1328125,0.6796875
99.8046875,0.671875
100.46875,0.6640625
101.140625,0.671875
101.828125,0.6875
102.5234375,0.6953125
103.21875,0.6953125
103.9140625,0.6953125
104.6015625,0.6875
105.28125,0.6796875
105.96875,0.6875
106.65625,0.6875
107.3515625,0.6953125
108.0546875,0.703125
108.7578125,0.703125
109.4609375,0.703125
110.1484375,0.6875
110.84375,0.6953125
111.546875,0.703125
112.2734375,0.7265625
113.0234375,0.75
113.765625,0.7421875
114.5078125,0.7421875
115.21875,0.7109375
115.9453125,0.7265625
116.6796875,0.734375
117.4140625,0.734375
118.15625,0.7421875
118.8984375,0.7421875
119.625,0.7265625
120.328125,0.703125
121.015625,0.6875
121.703125,0.6875
122.390625,0.6875
123.09375,0.703125
123.8046875,0.7109375
124.515625,0.7109375
125.21875,0.703125
125.9140625,0.6953125
126.6015625,0.6875
127.296875,0.6953125
128.015625,0.71875
128.734375,0.71875
129.453125,0.71875
130.1484375,0.6953125
130.8359375,0.6875
131.515625,0.6796875
132.1875,0.671875
132.84375,0.65625
133.5078125,0.6640625
134.1796875,0.671875
134.90625,0.7265625
135.6640625,0.7578125
136.4296875,0.765625
137.1953125,0.765625
137.9296875,0.734375
138.6796875,0.75
139.4453125,0.765625
140.2109375,0.765625
140.9375,0.7265625
141.6484375,0.7109375
142.359375,0.7109375
143.0625,0.703125
143.7734375,0.7109375
144.484375,0.7109375
145.1875,0.703125
145.890625,0.703125
146.5703125,0.6796875
147.2421875,0.671875
147.9140625,0.671875
148.6171875,0.703125
